ID_OPERATORE;ID_RAPPORTO_LAVORATIVO;ID_GIORNO;GIORNO;ORA_INIZIO;ORA_FINE;APPUNTO_RICEVIMENTO;ID_RAPLAV_AMBULATORIO
15384;1;3;Mercoledi;09:00;12:00;SU APPUNTAMENTO ;28443
15384;1;2;Martedi;15:00;18:00;SU APPUNTAMENTO ;28443
10008;1;5;Venerdi;18:00;19:00;SU APPUNTAMENTO;18542
14565;1;1;Lunedi;16:00;18:00;;0
14328;1;5;Venerdi;17:00;19:00;ACCESSO DIRETTO.;26495
14560;1;5;Venerdi;17:00;19:00;;0
15466;1;5;Venerdi;09:30;12:30;SU APPUNTAMENTO (0114378107-3200882452-01119887931);28612
15494;1;4;Giovedi;15:30;16:30;;28668
15494;1;5;Venerdi;15:30;16:30;;28668
15672;1;3;Mercoledi;17:00;18:00;;29005
15347;1;1;Lunedi;16:00;18:00;SU APPUNTAMENTO;28379
15347;1;2;Martedi;09:30;11:30;SU APPUNTAMENTO;28379
15347;1;3;Mercoledi;14:00;16:00;SU APPUNTAMENTO;28379
15347;1;4;Giovedi;17:00;19:00;SU APPUNTAMENTO;28379
15347;1;5;Venerdi;09:30;11:30;SU APPUNTAMENTO;28379
15552;1;5;Venerdi;10:00;13:00;;28795
15552;1;4;Giovedi;16:00;19:00;;28795
15552;1;3;Mercoledi;10:00;13:00;;28795
15552;1;2;Martedi;14:00;17:00;;28795
15552;1;1;Lunedi;17:00;20:00;;28795
15494;1;2;Martedi;09:30;11:30;;28668
15494;1;4;Giovedi;09:30;11:30;SU APPUNTAMENTO;28667
15494;1;5;Venerdi;09:30;11:00;SU APPUNTAMENTO;28667
15490;1;2;Martedi;15:00;16:30;;28660
15490;1;3;Mercoledi;15:00;16:30;;28660
15490;1;5;Venerdi;15:00;16:30;;28660
15490;1;4;Giovedi;11:00;12:00;;28661
15514;1;3;Mercoledi;14:30;16:30;;28720
15514;1;3;Mercoledi;17:00;19:00;;28719
15514;1;1;Lunedi;11:30;13:00;;28719
15514;1;5;Venerdi;08:30;11:00;;28718
15514;1;4;Giovedi;08:30;11:00;;28718
15514;1;2;Martedi;17:00;19:00;;28718
15514;1;1;Lunedi;08:30;10:30;;28718
15494;1;1;Lunedi;15:30;18:30;SU APPUNTAMENTO;28667
15494;1;2;Martedi;16:30;18:30;SU APPUNTAMENTO;28667
15494;1;3;Mercoledi;16:30;18:30;SU APPUNTAMENTO;28667
6646;1;1;Lunedi;16:00;19:00;;11198
6645;1;5;Venerdi;08:00;11:00;;11197
6645;1;4;Giovedi;11:00;14:00;;11197
6645;1;3;Mercoledi;16:00;19:00;;11197
12621;1;5;Venerdi;10:30;12:30;;23314
12621;1;4;Giovedi;16:00;18:00;SU APPUNTAMENTO;23314
15520;1;5;Venerdi;15:30;18:30;;28729
15333;1;5;Venerdi;09:30;11:00;;28353
15333;1;4;Giovedi;17:00;19:00;;28353
14560;1;4;Giovedi;09:00;11:00;;0
14560;1;2;Martedi;09:00;11:00;;0
14560;1;3;Mercoledi;16:00;18:00;;0
14575;1;2;Martedi;09:00;11:00;;0
14560;1;1;Lunedi;16:00;18:00;;0
12409;1;5;Venerdi;08:00;09:45;;22869
12409;1;4;Giovedi;13:45;15:45;;22869
12889;1;2;Martedi;16:00;18:00;;23798
12657;1;1;Lunedi;10:30;12:30;ACCESSO SU PRENOTAZIONE;23375
12657;1;2;Martedi;15:00;18:00;ACCESSO SU PRENOTAZIONE;23375
14834;1;5;Venerdi;09:00;12:00;;27485
14792;1;4;Giovedi;16:00;19:00;SU APPUNTAMENTO;27426
11989;1;5;Venerdi;17:00;19:00;VISITE IN AMBULATORIO SU APPUNTAMENTO - VISITE DOMICILIARI O CHIAMATE FUORI ORARIO 3475227173;22092
11941;1;3;Mercoledi;10:00;12:00;SU APPUNTAMENTO;22004
11941;1;1;Lunedi;10:00;12:00;SU APPUNTAMENTO;22004
14268;1;5;Venerdi;10:15;12:15;;26401
15330;1;5;Venerdi;16:00;18:00;;28349
14241;1;5;Venerdi;15:00;16:00;;26334
14262;1;5;Venerdi;15:00;17:00;;26385
14241;1;4;Giovedi;19:00;20:00;;26334
14239;1;4;Giovedi;15:00;17:00;;26327
14236;1;5;Venerdi;09:00;10:30;;26319
14236;1;4;Giovedi;16:30;18:30;;26319
14236;1;4;Giovedi;08:30;10:30;;26318
14236;1;5;Venerdi;11:00;13:00;;26318
14236;1;1;Lunedi;10:30;12:30;;26319
14236;1;2;Martedi;16:30;18:30;;26319
14236;1;3;Mercoledi;10:30;12:30;SU APPUNTAMENTO TEL. 0122831624;26319
6645;1;2;Martedi;16:00;19:00;SU APPUNTAMENTO SALVO URGENZE;11197
6644;1;5;Venerdi;09:30;11:45;;11196
6645;1;1;Lunedi;08:00;11:00;;11197
6644;1;4;Giovedi;17:00;19:00;;11196
11830;1;5;Venerdi;14:00;15:00;;21831
15368;1;5;Venerdi;09:00;10:00;;28415
15368;1;4;Giovedi;15:00;16:00;;28415
10630;1;3;Mercoledi;16:00;19:00;SU APPUNTAMENTO (SALVO LE URGENZE);19700
10630;1;2;Martedi;16:00;19:00;SU APPUNTAMENTO (SALVO LE URGENZE);19700
15482;1;3;Mercoledi;08:30;10:30;;28643
15482;1;4;Giovedi;09:00;11:30;;28642
15482;1;3;Mercoledi;08:00;10:00;;28642
15482;1;5;Venerdi;09:30;12:00;SU APPUNTAMENTO;28640
15482;1;4;Giovedi;14:00;16:30;SU APPUNTAMENTO;28640
15368;1;3;Mercoledi;17:00;18:00;;28415
15368;1;2;Martedi;09:00;10:00;;28415
13601;1;5;Venerdi;08:30;10:00;;25203
10235;1;4;Giovedi;10:00;12:00;ACCESSO SU PRENOTAZIONE;18964
15605;1;4;Giovedi;15:30;17:30;;28879
15658;1;1;Lunedi;15:00;19:00;;28979
15012;1;5;Venerdi;14:00;19:00;;27841
14205;1;3;Mercoledi;14:00;18:00;SU APPUNTAMENTO ;26263
14205;1;5;Venerdi;10:00;13:00;SU APPUNTAMENTO CON DECORRENZA DAL 13/05/2019;26263
14132;1;2;Martedi;08:00;13:00;12:30-13:00  URGENZE;26119
13555;1;5;Venerdi;09:30;13:00;;25120
12049;1;5;Venerdi;10:00;12:00;SU APPUNTAMENTO;22188
13675;1;2;Martedi;11:00;13:00;;25331
13263;1;1;Lunedi;16:00;18:00;;24548
13263;1;2;Martedi;17:00;19:00;;24548
13263;1;3;Mercoledi;09:00;11:00;;24548
13263;1;4;Giovedi;11:00;13:00;;24548
13263;1;5;Venerdi;17:00;19:00;;24548
6644;1;3;Mercoledi;09:30;11:45;;11196
6644;1;2;Martedi;17:00;19:00;;11196
6644;1;1;Lunedi;09:30;11:45;;11196
6643;1;5;Venerdi;16:00;19:00;;11195
6643;1;4;Giovedi;16:00;19:00;;11195
6643;1;3;Mercoledi;09:00;12:00;;11195
6602;1;5;Venerdi;09:30;11:30;;11143
6602;1;4;Giovedi;16:00;18:00;;11143
6602;1;3;Mercoledi;09:30;11:30;;11143
6602;1;2;Martedi;17:00;19:00;;11143
6602;1;1;Lunedi;09:30;11:30;;11143
6643;1;2;Martedi;16:00;19:00;;11195
6643;1;1;Lunedi;08:00;10:00;;11195
6642;1;5;Venerdi;10:00;13:00;;11194
6642;1;4;Giovedi;15:00;18:00;;11194
6642;1;3;Mercoledi;10:00;13:00;;11194
6611;1;1;Lunedi;14:00;17:00;;11158
6642;1;2;Martedi;15:00;18:00;;11194
6642;1;1;Lunedi;10:00;13:00;;11194
6641;1;5;Venerdi;09:30;10:30;;11193
6641;1;4;Giovedi;14:30;15:30;;11193
6641;1;3;Mercoledi;17:00;18:00;;11193
6641;1;2;Martedi;18:00;19:30;;11193
6641;1;1;Lunedi;18:00;19:30;;11193
14732;1;5;Venerdi;15:00;17:00;;27312
15308;1;4;Giovedi;11:30;12:30;ACCESSO DIRETTO;28317
11258;1;5;Venerdi;11:00;14:00;;20827
6198;1;2;Martedi;16:00;18:00;;10356
13136;1;4;Giovedi;09:00;12:00;SU APPUNTAMENTO.;0
13136;1;5;Venerdi;17:00;19:00;SU APPUNTAMENTO.;0
15691;1;1;Lunedi;13:00;16:00;ACCESSO LIBERO;29033
15691;1;2;Martedi;09:30;12:30;ACCESSO LIBERO;29033
13499;1;5;Venerdi;08:00;10:30;;25017
15412;1;5;Venerdi;14:00;16:00;ACCESSO DIRETTO;28500
13683;1;1;Lunedi;08:30;11:30;;25345
15412;1;3;Mercoledi;16:30;18:30;ACCESSO DIRETTO;28500
15412;1;4;Giovedi;08:30;10:30;ACCESSO DIRETTO;28500
15412;1;2;Martedi;08:30;10:30;ACCESSO DIRETTO;28500
13294;1;5;Venerdi;09:30;12:30;;24604
13294;1;4;Giovedi;09:30;12:30;;24604
13294;1;3;Mercoledi;15:00;18:00;;24604
13294;1;2;Martedi;15:00;18:00;;24604
13294;1;1;Lunedi;09:30;12:30;;24604
13157;1;5;Venerdi;10:00;11:30;;24361
13157;1;5;Venerdi;09:00;10:00;SU APPUNTAMENTO;24361
14810;1;5;Venerdi;16:00;19:00;;27452
15610;1;5;Venerdi;08:30;10:00;SU APPUNTAMENTO;28889
13136;1;2;Martedi;09:00;12:00;SU APPUNTAMENTO.;0
13136;1;3;Mercoledi;17:00;19:00;SU APPUNTAMENTO.;0
7891;1;4;Giovedi;09:30;11:30;SU APPUNTAMENTO;14865
11637;1;1;Lunedi;15:00;18:00;SU APPUNTAMENTO;21478
11224;1;4;Giovedi;15:00;16:00;;20778
9498;1;5;Venerdi;09:00;11:00;SU APPUNTAMENTO SALVO URGENZE;17687
15644;1;5;Venerdi;09:00;12:00;SU APPUNTAMENTO;28954
15644;1;4;Giovedi;09:00;12:00;SU APPUNTAMENTO;28954
15644;1;3;Mercoledi;16:00;19:00;SU APPUNTAMENTO;28954
14719;1;1;Lunedi;14:00;15:15;SOLO RICETTE E CERTIFICATI;27280
9420;1;4;Giovedi;16:00;19:00;SU APPUNTAMENTO;17547
9420;1;5;Venerdi;09:00;12:00;SU APPUNTAMENTO;17547
9420;1;1;Lunedi;09:00;12:00;SU APPUNTAMENTO;17548
13179;1;1;Lunedi;09:00;12:00;SU APPUNTAMENTO.;0
15404;1;4;Giovedi;17:30;19:00;;28487
15485;1;5;Venerdi;09:00;12:00;SU APPUNTAMENTO;28651
15527;1;5;Venerdi;17:30;18:30;SU APPUNTAMENTO;28747
15457;1;5;Venerdi;10:00;11:00;ACCESSO SU PRENOTAZIONE SALVO URGENZE;28592
15339;1;5;Venerdi;09:30;12:30;;28365
15339;1;4;Giovedi;16:00;19:00;;28365
15339;1;3;Mercoledi;14:30;17:30;;28365
15339;1;2;Martedi;09:30;12:30;;28365
13601;1;4;Giovedi;17:00;19:00;;25203
13601;1;3;Mercoledi;11:30;13:00;;25203
13601;1;2;Martedi;08:30;10:00;;25203
14444;1;5;Venerdi;10:30;11:30;;26745
14444;1;4;Giovedi;17:30;18:30;;26745
15711;1;5;Venerdi;10:00;13:00;SU APPUNTAMENTO TEL 011/19887933 8-11;29068
15711;1;4;Giovedi;09:00;13:00;SU APPUNTAMENTO TEL 011/19887933 8-11;29068
15711;1;3;Mercoledi;11:00;16:00;SU APPUNTAMENTO TEL 011/19887933 8-11;29067
15541;1;5;Venerdi;16:00;18:00;;28777
15541;1;3;Mercoledi;10:00;12:00;;28777
15541;1;2;Martedi;17:00;19:00;;28777
15541;1;1;Lunedi;10:00;12:00;;28777
15541;1;5;Venerdi;09:00;11:00;;28776
13562;1;4;Giovedi;15:00;17:30;;25130
14462;1;5;Venerdi;10:00;12:00;SU APPUNTAMENTO;26784
12489;1;5;Venerdi;09:00;12:00;;23050
10094;1;5;Venerdi;16:00;19:00;;18716
10094;1;4;Giovedi;09:30;12:30;;18716
10094;1;2;Martedi;09:30;12:30;;18716
13696;1;5;Venerdi;09:00;11:30;ACCESSO LIBERO;25370
13698;1;1;Lunedi;15:00;16:00;;25372
13698;1;2;Martedi;16:00;17:00;;25372
13698;1;3;Mercoledi;18:00;19:00;;25372
13698;1;4;Giovedi;09:00;10:30;;25372
13698;1;5;Venerdi;09:00;10:30;;25372
7332;1;1;Lunedi;17:00;19:00;;13946
7332;1;2;Martedi;17:00;19:00;;13946
7332;1;3;Mercoledi;15:00;17:00;;13946
7332;1;4;Giovedi;17:00;19:00;;13946
7332;1;5;Venerdi;15:00;17:00;;13946
11623;1;5;Venerdi;11:00;14:00;;21452
11623;1;3;Mercoledi;15:00;18:00;;21452
11623;1;1;Lunedi;10:00;13:00;;21452
11623;1;4;Giovedi;15:00;18:00;;21451
11623;1;2;Martedi;15:00;18:00;;21451
8666;1;2;Martedi;14:00;15:00;;16205
8666;1;5;Venerdi;10:00;11:30;;16204
8666;1;4;Giovedi;15:30;17:00;;16204
8666;1;3;Mercoledi;10:00;11:30;;16204
8666;1;2;Martedi;15:30;17:30;;16204
8666;1;1;Lunedi;10:00;11:30;;16204
13793;1;4;Giovedi;15:00;16:00;;25548
13793;1;5;Venerdi;17:00;18:00;;25548
13793;1;2;Martedi;09:30;11:00;;25548
13931;1;5;Venerdi;09:30;12:30;;25785
13931;1;4;Giovedi;09:30;12:30;;25785
13931;1;3;Mercoledi;16:00;19:00;;25785
13931;1;2;Martedi;09:30;12:30;;25785
13931;1;1;Lunedi;14:00;17:00;;25785
13717;1;5;Venerdi;10:00;12:00;;25398
13717;1;4;Giovedi;15:15;17:15;;25398
13717;1;3;Mercoledi;09:00;11:00;;25398
13717;1;2;Martedi;15:15;17:15;;25398
13717;1;1;Lunedi;18:00;20:00;;25398
13717;1;5;Venerdi;08:00;09:00;;25397
13717;1;4;Giovedi;18:30;19:45;;25397
13717;1;3;Mercoledi;13:00;14:00;;25397
13717;1;2;Martedi;08:15;09:30;;25397
13717;1;1;Lunedi;15:00;16:30;;25397
15655;1;5;Venerdi;09:30;12:00;;28975
15655;1;4;Giovedi;15:30;18:30;;28975
15655;1;3;Mercoledi;09:30;12:30;;28975
15655;1;2;Martedi;15:30;18:30;;28975
15711;1;2;Martedi;13:30;15:30;SU APPUNTAMENTO TEL 011/19887933 8-11;29067
15711;1;1;Lunedi;15:00;18:00;SU APPUNTAMENTO TEL 011/19887933 8-11;29067
13331;1;5;Venerdi;17:00;19:00;;24668
15452;1;4;Giovedi;10:00;11:00;SU PRENOTAZIONE;28580
13698;1;5;Venerdi;11:30;12:30;;25373
13698;1;4;Giovedi;17:30;19:00;;25373
13698;1;3;Mercoledi;15:00;17:00;;25373
13698;1;2;Martedi;09:30;11:30;;25373
14972;1;5;Venerdi;16:30;19:30;;27773
15561;1;5;Venerdi;08:30;11:30;SU APPUNTAMENTO;28810
15561;1;4;Giovedi;08:30;11:30;SU APPUNTAMENTO;28810
15561;1;2;Martedi;08:30;11:30;SU APPUNTAMENTO;28810
13550;1;5;Venerdi;14:00;15:00;;25111
13550;1;4;Giovedi;15:00;17:00;;25111
13550;1;3;Mercoledi;10:00;12:00;;25111
13550;1;2;Martedi;16:30;18:30;;25111
13550;1;1;Lunedi;10:00;13:00;;25111
15106;1;1;Lunedi;11:00;13:00;;27989
15106;1;1;Lunedi;18:00;19:00;SU APPUNTAMENTO;27989
15106;1;2;Martedi;17:00;20:00;;27989
15106;1;3;Mercoledi;11:00;13:00;;27989
15106;1;3;Mercoledi;18:00;19:00;SU APPUNTAMENTO;27989
14769;1;4;Giovedi;14:00;16:00;SU APPUNTAMENTO;27374
14932;1;2;Martedi;10:00;11:00;;27703
14769;1;5;Venerdi;09:00;12:00;;27374
14769;1;3;Mercoledi;09:00;12:00;;27374
14769;1;2;Martedi;17:30;19:30;;27374
14769;1;1;Lunedi;09:00;12:00;;27374
11446;1;5;Venerdi;08:30;11:30;;21147
14883;1;5;Venerdi;10:00;12:30;;27582
15423;1;5;Venerdi;09:00;13:00;SU APPUNTAMENTO;28522
15423;1;4;Giovedi;09:00;12:00;SU APPUNTAMENTO;28522
15423;1;3;Mercoledi;15:00;19:00;SU APPUNTAMENTO;28522
15423;1;2;Martedi;11:00;14:00;SU APPUNTAMENTO;28522
15423;1;1;Lunedi;15:00;19:00;SU APPUNTAMENTO;28522
12351;1;2;Martedi;16:00;17:00;;22745
13331;1;4;Giovedi;18:00;19:00;;24668
14839;1;5;Venerdi;15:00;17:00;;27495
15129;1;4;Giovedi;16:00;19:00;SU APPUNTAMENTO;28021
15129;1;3;Mercoledi;09:00;12:00;SU APPUNTAMENTO;28021
15129;1;2;Martedi;09:00;12:00;SU APPUNTAMENTO;28021
15129;1;1;Lunedi;18:00;19:00;SENZA APPUNTAMENTO PER URGENZE;28021
15129;1;1;Lunedi;16:00;18:00;SU APPUNTAMENTO;28021
14444;1;3;Mercoledi;10:30;11:30;;26745
14444;1;2;Martedi;17:30;18:30;;26745
14444;1;1;Lunedi;10:30;11:30;;26745
14138;1;5;Venerdi;15:00;18:00;;26132
14138;1;4;Giovedi;09:30;12:30;;26132
14138;1;3;Mercoledi;15:00;18:00;;26132
14138;1;2;Martedi;09:30;12:30;;26132
14138;1;1;Lunedi;15:00;18:00;;26132
9745;1;4;Giovedi;08:00;11:00;;18009
9745;1;5;Venerdi;15:30;18:30;;18009
11771;1;5;Venerdi;17:00;18:00;;21718
11771;1;4;Giovedi;17:00;18:00;;21718
11771;1;3;Mercoledi;09:00;10:00;;21718
11771;1;2;Martedi;17:00;18:00;;21718
11771;1;1;Lunedi;09:00;10:00;;21718
11771;1;5;Venerdi;11:30;13:30;;21717
11771;1;4;Giovedi;09:00;11:00;;21717
11771;1;3;Mercoledi;17:00;19:00;;21717
11771;1;2;Martedi;10:30;12:30;;21717
11771;1;1;Lunedi;14:00;16:00;;21717
11060;1;5;Venerdi;09:00;12:00;;20477
12213;1;5;Venerdi;08:30;12:30;;22505
11271;1;5;Venerdi;09:00;12:00;SU APPUNTAMENTO;20851
8625;1;3;Mercoledi;15:30;16:30;SU APPUNT. (TEL. 8.00-10.00 DA LUN A GIO);16141
8625;1;4;Giovedi;09:00;10:30;SU APPUNT. (TEL. 8.00-10.00 DA LUN A GIO);16141
13668;1;5;Venerdi;16:30;19:00;A TURNO IN ORDINE ALFABETICO E CON PREVIA PRENOTAZIONE;25320
13862;1;5;Venerdi;16:00;19:00;SU APPUNTAMENTO;25675
11284;1;5;Venerdi;09:00;11:00;SU APPUNTAMENTO;20869
15638;1;4;Giovedi;16:00;19:00;;28941
13827;1;5;Venerdi;08:30;10:00;;25623
15589;1;3;Mercoledi;16:00;19:00;SU APPUNTAMENTO;28856
11350;1;5;Venerdi;15:30;18:30;SU APPUNTAMENTO;20981
8585;1;5;Venerdi;09:30;10:30;SU APPUNTAMENTO;16062
7953;1;2;Martedi;17:00;19:00;SU PRENOTAZIONE;14981
7953;1;3;Mercoledi;10:00;13:00;SU PRENOTAZIONE;14981
7953;1;4;Giovedi;11:30;13:30;SU PRENOTAZIONE;14981
7953;1;5;Venerdi;09:30;12:00;SU PRENOTAZIONE;14981
11220;1;5;Venerdi;09:00;12:30;SU APPUNTAMENTO;20773
11286;1;5;Venerdi;10:30;11:00;SU APPUNTAMENTO;20871
11286;1;5;Venerdi;08:00;10:30;;20871
8003;1;5;Venerdi;09:30;13:00;SU PRENOTAZIONE;15060
8003;1;3;Mercoledi;09:00;10:30;ACCESSO LIBERO;15061
8003;1;3;Mercoledi;12:00;12:30;SU PRENOTAZIONE;15062
8004;1;5;Venerdi;11:15;12:00;;15066
15671;1;4;Giovedi;16:00;17:30;SU APPUNTAMENTO;29004
15672;1;1;Lunedi;17:00;18:00;;29005
11820;1;5;Venerdi;17:00;19:00;;21814
11820;1;5;Venerdi;16:00;17:00;SU APPUNTAMENTO;21814
11298;1;5;Venerdi;09:00;12:00;SU APPUNTAMENTO;20892
15437;1;5;Venerdi;14:30;16:00;;28550
15437;1;4;Giovedi;08:30;10:00;;28550
15437;1;3;Mercoledi;08:30;10:00;;28550
15437;1;2;Martedi;17:00;18:30;;28550
15437;1;1;Lunedi;08:30;10:00;;28550
11724;1;4;Giovedi;15:00;18:00;ACCESSO SU PRENOTAZIONE;21637
11724;1;3;Mercoledi;15:00;18:00;ACCESSO SU PRENOTAZIONE;21637
10245;1;2;Martedi;10:30;12:30;ACCESSO SU PRENOTAZIONE;18976
15223;1;5;Venerdi;16:00;19:00;;28171
15223;1;4;Giovedi;10:00;13:00;;28171
10763;1;5;Venerdi;10:30;12:30;;19966
10763;1;4;Giovedi;15:00;17:00;;19966
14678;1;5;Venerdi;18:00;19:00;SU APPUNTAMENTO;27199
14678;1;3;Mercoledi;08:00;11:00;SU APPUNTAMENTO;27199
14678;1;5;Venerdi;08:00;11:00;SU APPUNTAMENTO;27199
14678;1;4;Giovedi;16:00;19:00;SU APPUNTAMENTO;27199
